dataset,scene,split,variant,job_status,failed_step,source_path,mean_reflection_consistency,full_psnr,full_ssim,full_lpips,reflective_psnr,reflective_ssim,reflective_lpips,delta_vs_base_mean_reflection_consistency,wins_vs_base_mean_reflection_consistency,delta_vs_base_full_psnr,wins_vs_base_full_psnr,delta_vs_base_full_ssim,wins_vs_base_full_ssim,delta_vs_base_full_lpips,wins_vs_base_full_lpips,delta_vs_base_reflective_psnr,wins_vs_base_reflective_psnr,delta_vs_base_reflective_ssim,wins_vs_base_reflective_ssim,delta_vs_base_reflective_lpips,wins_vs_base_reflective_lpips,delta_vs_rc_mean_reflection_consistency,wins_vs_rc_mean_reflection_consistency,delta_vs_rc_full_psnr,wins_vs_rc_full_psnr,delta_vs_rc_full_ssim,wins_vs_rc_full_ssim,delta_vs_rc_full_lpips,wins_vs_rc_full_lpips,delta_vs_rc_reflective_psnr,wins_vs_rc_reflective_psnr,delta_vs_rc_reflective_ssim,wins_vs_rc_reflective_ssim,delta_vs_rc_reflective_lpips,wins_vs_rc_reflective_lpips,delta_vs_rc_qp_lam010_mean_reflection_consistency,wins_vs_rc_qp_lam010_mean_reflection_consistency,delta_vs_rc_qp_lam010_full_psnr,wins_vs_rc_qp_lam010_full_psnr,delta_vs_rc_qp_lam010_full_ssim,wins_vs_rc_qp_lam010_full_ssim,delta_vs_rc_qp_lam010_full_lpips,wins_vs_rc_qp_lam010_full_lpips,delta_vs_rc_qp_lam010_reflective_psnr,wins_vs_rc_qp_lam010_reflective_psnr,delta_vs_rc_qp_lam010_reflective_ssim,wins_vs_rc_qp_lam010_reflective_ssim,delta_vs_rc_qp_lam010_reflective_lpips,wins_vs_rc_qp_lam010_reflective_lpips,delta_vs_rc_qp_lam005_mean_reflection_consistency,wins_vs_rc_qp_lam005_mean_reflection_consistency,delta_vs_rc_qp_lam005_full_psnr,wins_vs_rc_qp_lam005_full_psnr,delta_vs_rc_qp_lam005_full_ssim,wins_vs_rc_qp_lam005_full_ssim,delta_vs_rc_qp_lam005_full_lpips,wins_vs_rc_qp_lam005_full_lpips,delta_vs_rc_qp_lam005_reflective_psnr,wins_vs_rc_qp_lam005_reflective_psnr,delta_vs_rc_qp_lam005_reflective_ssim,wins_vs_rc_qp_lam005_reflective_ssim,delta_vs_rc_qp_lam005_reflective_lpips,wins_vs_rc_qp_lam005_reflective_lpips,delta_vs_rc_qp_lam010_start5000_every8_mean_reflection_consistency,wins_vs_rc_qp_lam010_start5000_every8_mean_reflection_consistency,delta_vs_rc_qp_lam010_start5000_every8_full_psnr,wins_vs_rc_qp_lam010_start5000_every8_full_psnr,delta_vs_rc_qp_lam010_start5000_every8_full_ssim,wins_vs_rc_qp_lam010_start5000_every8_full_ssim,delta_vs_rc_qp_lam010_start5000_every8_full_lpips,wins_vs_rc_qp_lam010_start5000_every8_full_lpips,delta_vs_rc_qp_lam010_start5000_every8_reflective_psnr,wins_vs_rc_qp_lam010_start5000_every8_reflective_psnr,delta_vs_rc_qp_lam010_start5000_every8_reflective_ssim,wins_vs_rc_qp_lam010_start5000_every8_reflective_ssim,delta_vs_rc_qp_lam010_start5000_every8_reflective_lpips,wins_vs_rc_qp_lam010_start5000_every8_reflective_lpips
shiny_blender_synthetic,helmet,test,rc_qp_lam010_start5000_every8,completed,,/data/liuly/dataset/3DGS/Shiny Blender Synthetic/helmet,0.043885826692,35.7659474468,0.984887879789,0.0145856592664,36.3615517426,0.986776240468,0.0112855523452,-0.172953106835,TRUE,-0.0732823277,FALSE,-0.00012855351,FALSE,-4.84235958e-05,TRUE,-0.1013685703,FALSE,-0.000132089555,FALSE,-6.69579697e-05,TRUE,0.0079289130867,FALSE,-0.1464213085,FALSE,-0.000116950869,FALSE,-8.23899545e-05,TRUE,-0.1935469627,FALSE,-0.000144129097,FALSE,-3.66649521e-05,TRUE,0.0049253817648,FALSE,0.0737449932,TRUE,0.000401352346,TRUE,-0.0004171946086,TRUE,0.0435247326,TRUE,0.000330901742,TRUE,-0.000443408736,TRUE,-0.0037021480501,TRUE,0.1318043327,TRUE,0.000140334368,TRUE,-0.0005569213233,TRUE,0.1102517319,TRUE,0.000105791688,TRUE,-0.0004579641088,TRUE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE
shiny_blender_synthetic,helmet,test,rc_qp_angle10_sched,completed,,/data/liuly/dataset/3DGS/Shiny Blender Synthetic/helmet,0.0481265626848,35.7744579315,0.98499209553,0.0147441232647,36.377449646,0.986840356588,0.0114767128765,-0.168712370842,TRUE,-0.0647718429814,FALSE,-2.43377689669e-05,FALSE,0.000110040402482,FALSE,-0.0854706669039,FALSE,-6.79734346364e-05,FALSE,0.000124202561565,FALSE,0.0121696490795,FALSE,-0.137910823781,FALSE,-1.2735127967e-05,FALSE,7.60740437815e-05,FALSE,-0.177649059304,FALSE,-8.00129766363e-05,FALSE,0.000154495579165,FALSE,0.00916611775757,FALSE,0.0822554779186,TRUE,0.000505568087033,TRUE,-0.000258730610318,TRUE,0.0594226359961,TRUE,0.000395017862364,TRUE,-0.000252248204735,TRUE,0.000538587942674,FALSE,0.140314817419,TRUE,0.000244550109033,TRUE,-0.000398457325018,TRUE,0.126149635296,TRUE,0.000169907808364,TRUE,-0.000266803577535,TRUE,0.00424073599277,FALSE,0.00851048471856,TRUE,0.000104215741033,TRUE,0.000158463998282,FALSE,0.0158979033961,TRUE,6.41161203636e-05,TRUE,0.000191160531265,FALSE
glossy_synthetic,luyu,train,base,baseline_from_fd_p2_lite_final_summary,,,0.118880660087,32.0753399815,0.966454624065,0.0314378451855,33.9542378698,0.979644142623,0.0195913613009,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0.008840785921,FALSE,0.4600265026,TRUE,0.00037528947,TRUE,-0.0012365444896,TRUE,0.6489023822,TRUE,0.000675622373,TRUE,-0.0017061524974,TRUE,0.003563544899,FALSE,0.1189168011,TRUE,0.000756302582,TRUE,-0.0006973834576,TRUE,0.00242182189999,TRUE,9.44148199999e-06,TRUE,-0.0001662179046,TRUE,-0.000373594463,TRUE,0.2706212146,TRUE,0.000667948275,TRUE,-0.0014218275735,TRUE,0.2545201949,TRUE,0.000573340271,TRUE,-0.0015929864187,TRUE,-0.000224915892,TRUE,0.0285972698,TRUE,0.000375223479,TRUE,-0.0002983673809,TRUE,-0.0748792887,FALSE,-0.000177521259,FALSE,9.94801438e-05,FALSE
glossy_synthetic,luyu,train,rc,current_rc_from_fd_p2_lite_final_summary,,,0.110039874166,31.6153134789,0.966079334595,0.0326743896751,33.3053354876,0.97896852025,0.0212975137983,-0.008840785921,TRUE,-0.4600265026,FALSE,-0.00037528947,FALSE,0.0012365444896,FALSE,-0.6489023822,FALSE,-0.000675622373,FALSE,0.0017061524974,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,-0.005277241022,TRUE,-0.3411097015,FALSE,0.000381013112,TRUE,0.000539161032,FALSE,-0.6464805603,FALSE,-0.000666180891,FALSE,0.0015399345928,FALSE,-0.009214380384,TRUE,-0.189405288,FALSE,0.000292658805,TRUE,-0.0001852830839,TRUE,-0.3943821873,FALSE,-0.000102282102,FALSE,0.0001131660787,FALSE,-0.009065701813,TRUE,-0.4314292328,FALSE,-6.59909999978e-08,FALSE,0.0009381771087,FALSE,-0.7237816709,FALSE,-0.000853143632,FALSE,0.0018056326412,FALSE
glossy_synthetic,luyu,train,rc_qp_lam010,completed_from_4scene_lam010_pilot,,/data/liuly/dataset/3DGS/GlossySyntheticConverted/luyu_blender,0.115317115188,31.9564231804,0.965698321483,0.0321352286431,33.9518160479,0.979634701141,0.0197575792055,-0.003563544899,TRUE,-0.1189168011,FALSE,-0.000756302582,FALSE,0.0006973834576,FALSE,-0.00242182189999,FALSE,-9.44148199999e-06,FALSE,0.0001662179046,FALSE,0.005277241022,FALSE,0.3411097015,TRUE,-0.000381013112,FALSE,-0.000539161032,TRUE,0.6464805603,TRUE,0.000666180891,TRUE,-0.0015399345928,TRUE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,-0.003937139362,TRUE,0.1517044135,TRUE,-8.83543069999e-05,FALSE,-0.0007244441159,TRUE,0.252098373,TRUE,0.000563898789,TRUE,-0.0014267685141,TRUE,-0.003788460791,TRUE,-0.0903195313,FALSE,-0.000381079103,FALSE,0.0003990160767,FALSE,-0.0773011106,FALSE,-0.000186962741,FALSE,0.0002656980484,FALSE
glossy_synthetic,luyu,train,rc_qp_lam005,completed,,/data/liuly/dataset/3DGS/GlossySyntheticConverted/luyu_blender,0.11925425455,31.8047187669,0.96578667579,0.032859672759,33.6997176749,0.979070802352,0.0211843477196,0.000373594463,FALSE,-0.2706212146,FALSE,-0.000667948275,FALSE,0.0014218275735,FALSE,-0.2545201949,FALSE,-0.000573340271,FALSE,0.0015929864187,FALSE,0.009214380384,FALSE,0.189405288,TRUE,-0.000292658805,FALSE,0.0001852830839,FALSE,0.3943821873,TRUE,0.000102282102,TRUE,-0.0001131660787,TRUE,0.003937139362,FALSE,-0.1517044135,FALSE,8.83543069999e-05,TRUE,0.0007244441159,FALSE,-0.252098373,FALSE,-0.000563898789,FALSE,0.0014267685141,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0.000148678571,FALSE,-0.2420239448,FALSE,-0.000292724796,FALSE,0.0011234601926,FALSE,-0.3293994836,FALSE,-0.00075086153,FALSE,0.0016924665625,FALSE
glossy_synthetic,luyu,train,rc_qp_lam010_start5000_every8,completed,,/data/liuly/dataset/3DGS/GlossySyntheticConverted/luyu_blender,0.119105575979,32.0467427117,0.966079400586,0.0317362125664,34.0291171585,0.979821663882,0.0194918811571,0.000224915892,FALSE,-0.0285972698,FALSE,-0.000375223479,FALSE,0.0002983673809,FALSE,0.0748792887,TRUE,0.000177521259,TRUE,-9.94801438e-05,TRUE,0.009065701813,FALSE,0.4314292328,TRUE,6.59909999978e-08,TRUE,-0.0009381771087,TRUE,0.7237816709,TRUE,0.000853143632,TRUE,-0.0018056326412,TRUE,0.003788460791,FALSE,0.0903195313,TRUE,0.000381079103,TRUE,-0.0003990160767,TRUE,0.0773011106,TRUE,0.000186962741,TRUE,-0.0002656980484,TRUE,-0.000148678571,TRUE,0.2420239448,TRUE,0.000292724796,TRUE,-0.0011234601926,TRUE,0.3293994836,TRUE,0.00075086153,TRUE,-0.0016924665625,TRUE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE
glossy_synthetic,luyu,train,rc_qp_angle10_sched,completed,,/data/liuly/dataset/3DGS/GlossySyntheticConverted/luyu_blender,0.122551096231,31.5488311052,0.965584796454,0.0328353433537,33.1597736393,0.978029734854,0.0217537313334,0.00367043614375,FALSE,-0.526508876268,FALSE,-0.000869827610775,FALSE,0.00139749816822,FALSE,-0.79446423053,FALSE,-0.00161440776881,FALSE,0.00216237003248,FALSE,0.0125112220647,FALSE,-0.0664823736678,FALSE,-0.000494538140775,FALSE,0.000160953678616,FALSE,-0.14556184833,FALSE,-0.000938785395813,FALSE,0.000456217535085,FALSE,0.00723398104275,FALSE,-0.407592075168,FALSE,-0.000113525028775,FALSE,0.000700114710616,FALSE,-0.79204240863,FALSE,-0.00160496628681,FALSE,0.00199615212788,FALSE,0.00329684168075,FALSE,-0.255887661668,FALSE,-0.000201879335775,FALSE,-2.43294052836e-05,TRUE,-0.53994403563,FALSE,-0.00104106749781,FALSE,0.000569383613785,FALSE,0.00344552025175,FALSE,-0.497911606468,FALSE,-0.000494604131775,FALSE,0.00109913078732,FALSE,-0.86934351923,FALSE,-0.00179192902781,FALSE,0.00226185017628,FALSE
glossy_synthetic,luyu,test,base,baseline_from_fd_p2_lite_final_summary,,,0.124420511723,29.4777971506,0.947934940457,0.0375685002655,31.3694570065,0.968790642917,0.0247649874073,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0.004918276519,FALSE,0.42159307,TRUE,-4.5035035e-05,FALSE,-0.0015380919212,TRUE,0.6557818652,TRUE,0.00099285692,TRUE,-0.002417416661,TRUE,0.001855958254,FALSE,0.2055232525,TRUE,0.001042034477,TRUE,-0.0006289542652,TRUE,0.209409833,TRUE,0.000195104629,TRUE,-0.0006461098091,TRUE,-0.001355119794,TRUE,0.1808154583,TRUE,0.000272091478,TRUE,-0.0010925421957,TRUE,0.2097113133,TRUE,0.000325236469,TRUE,-0.0015558823943,TRUE,-0.003946228325,TRUE,0.1206790209,TRUE,0.000557817518,TRUE,-0.0003598418552,TRUE,0.1051918269,TRUE,-2.2552908e-05,FALSE,-2.9836432e-05,TRUE
glossy_synthetic,luyu,test,rc,current_rc_from_fd_p2_lite_final_summary,,,0.119502235204,29.0562040806,0.947979975492,0.0391065921867,30.7136751413,0.967797785997,0.0271824040683,-0.004918276519,TRUE,-0.42159307,FALSE,4.5035035e-05,TRUE,0.0015380919212,FALSE,-0.6557818652,FALSE,-0.00099285692,FALSE,0.002417416661,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,-0.003062318265,TRUE,-0.2160698175,FALSE,0.001087069512,TRUE,0.000909137656,FALSE,-0.4463720322,FALSE,-0.000797752291,FALSE,0.0017713068519,FALSE,-0.006273396313,TRUE,-0.2407776117,FALSE,0.000317126513,TRUE,0.0004455497255,FALSE,-0.4460705519,FALSE,-0.000667620451,FALSE,0.0008615342667,FALSE,-0.008864504844,TRUE,-0.3009140491,FALSE,0.000602852553,TRUE,0.001178250066,FALSE,-0.5505900383,FALSE,-0.001015409828,FALSE,0.002387580229,FALSE
