dataset,split,scene,variant,metric,value,metric_direction
glossy_synthetic,test,bell,base,reflective_region_psnr,25.546735572814946,higher
glossy_synthetic,test,bell,base,full_psnr,31.637834668159485,higher
glossy_synthetic,test,bell,base,full_ssim,0.9630710706114768,higher
glossy_synthetic,test,bell,base,full_lpips,0.0417090912815183,lower
glossy_synthetic,test,bell,rc,mean_reflection_consistency,0.1077431581914424,lower
glossy_synthetic,test,bell,rc,reflective_psnr,32.3101943731308,higher
glossy_synthetic,test,bell,rc,reflective_ssim,0.9678541906177998,higher
glossy_synthetic,test,bell,rc,reflective_lpips,0.0321149375522509,lower
glossy_synthetic,test,bell,rc,reflective_region_psnr,25.735924339294435,higher
glossy_synthetic,test,bell,rc,full_psnr,31.77191960811615,higher
glossy_synthetic,test,bell,rc,full_ssim,0.964034728705883,higher
glossy_synthetic,test,bell,rc,full_lpips,0.0390872552525252,lower
glossy_synthetic,test,bell,wo_ref,mean_reflection_consistency,0.1117969542741775,lower
glossy_synthetic,test,bell,wo_ref,reflective_psnr,32.21199142932892,higher
glossy_synthetic,test,bell,wo_ref,reflective_ssim,0.9672134891152382,higher
glossy_synthetic,test,bell,wo_ref,reflective_lpips,0.0345979082630947,lower
glossy_synthetic,test,bell,wo_ref,reflective_region_psnr,25.678668403625487,higher
glossy_synthetic,test,bell,wo_ref,full_psnr,31.574255228042603,higher
glossy_synthetic,test,bell,wo_ref,full_ssim,0.962655782699585,higher
glossy_synthetic,test,bell,wo_ref,full_lpips,0.0421106903813779,lower
glossy_synthetic,test,bell,wo_conf,mean_reflection_consistency,0.1128917135298252,lower
glossy_synthetic,test,bell,wo_conf,reflective_psnr,32.16130459308624,higher
glossy_synthetic,test,bell,wo_conf,reflective_ssim,0.9663661271333694,higher
glossy_synthetic,test,bell,wo_conf,reflective_lpips,0.0350380272138863,lower
glossy_synthetic,test,bell,wo_conf,reflective_region_psnr,25.57769222259521,higher
glossy_synthetic,test,bell,wo_conf,full_psnr,31.643195748329163,higher
glossy_synthetic,test,bell,wo_conf,full_ssim,0.9627358689904212,higher
glossy_synthetic,test,bell,wo_conf,full_lpips,0.0418135710060596,lower
glossy_synthetic,test,bell,rough_only,mean_reflection_consistency,0.1119254238903522,lower
glossy_synthetic,test,bell,rough_only,reflective_psnr,32.194119930267334,higher
glossy_synthetic,test,bell,rough_only,reflective_ssim,0.9673179164528848,higher
glossy_synthetic,test,bell,rough_only,reflective_lpips,0.0348353659501299,lower
glossy_synthetic,test,bell,rough_only,reflective_region_psnr,25.62972640991211,higher
glossy_synthetic,test,bell,rough_only,full_psnr,31.678028106689453,higher
glossy_synthetic,test,bell,rough_only,full_ssim,0.9633947797119616,higher
glossy_synthetic,test,bell,rough_only,full_lpips,0.0416685105301439,lower
glossy_synthetic,test,cat,base,mean_reflection_consistency,0.156605814397335,lower
glossy_synthetic,test,cat,base,reflective_psnr,34.4962375164032,higher
glossy_synthetic,test,cat,base,reflective_ssim,0.9824726916849612,higher
glossy_synthetic,test,cat,base,reflective_lpips,0.0237028880510479,lower
glossy_synthetic,test,cat,base,reflective_region_psnr,27.2645055770874,higher
glossy_synthetic,test,cat,base,full_psnr,33.29552483558655,higher
glossy_synthetic,test,cat,base,full_ssim,0.974674727767706,higher
glossy_synthetic,test,cat,base,full_lpips,0.0384301677113398,lower
glossy_synthetic,test,cat,rc,mean_reflection_consistency,0.1497700244188308,lower
glossy_synthetic,test,cat,rc,reflective_psnr,33.952213168144226,higher
glossy_synthetic,test,cat,rc,reflective_ssim,0.9805249124765396,higher
glossy_synthetic,test,cat,rc,reflective_lpips,0.0251582667697221,lower
glossy_synthetic,test,cat,rc,reflective_region_psnr,26.788152313232423,higher
glossy_synthetic,test,cat,rc,full_psnr,33.0527685880661,higher
glossy_synthetic,test,cat,rc,full_ssim,0.974432148039341,higher
glossy_synthetic,test,cat,rc,full_lpips,0.0385905808070674,lower
glossy_synthetic,test,cat,wo_ref,mean_reflection_consistency,0.1589445292949676,lower
glossy_synthetic,test,cat,wo_ref,reflective_psnr,34.25523626804352,higher
glossy_synthetic,test,cat,wo_ref,reflective_ssim,0.9826172217726707,higher
glossy_synthetic,test,cat,wo_ref,reflective_lpips,0.0236771934432908,lower
glossy_synthetic,test,cat,wo_ref,reflective_region_psnr,26.87231731414795,higher
glossy_synthetic,test,cat,wo_ref,full_psnr,32.86723029613495,higher
glossy_synthetic,test,cat,wo_ref,full_ssim,0.9736723229289056,higher
glossy_synthetic,test,cat,wo_ref,full_lpips,0.0398700373480096,lower
glossy_synthetic,test,cat,wo_conf,mean_reflection_consistency,0.1544108361005783,lower
glossy_synthetic,test,cat,wo_conf,reflective_psnr,34.46707510948181,higher
glossy_synthetic,test,cat,wo_conf,reflective_ssim,0.9831671379506588,higher
glossy_synthetic,test,cat,wo_conf,reflective_lpips,0.0223840569378808,lower
glossy_synthetic,test,cat,wo_conf,reflective_region_psnr,27.06930446624756,higher
glossy_synthetic,test,cat,wo_conf,full_psnr,32.92733561992645,higher
glossy_synthetic,test,cat,wo_conf,full_ssim,0.9739789329469204,higher
glossy_synthetic,test,cat,wo_conf,full_lpips,0.0390330023365095,lower
glossy_synthetic,test,cat,rough_only,mean_reflection_consistency,0.1579545751214027,lower
glossy_synthetic,test,cat,rough_only,reflective_psnr,34.3738865852356,higher
glossy_synthetic,test,cat,rough_only,reflective_ssim,0.9822088107466698,higher
glossy_synthetic,test,cat,rough_only,reflective_lpips,0.0241583411116153,lower
glossy_synthetic,test,cat,rough_only,reflective_region_psnr,27.137519454956056,higher
glossy_synthetic,test,cat,rough_only,full_psnr,33.098987460136414,higher
glossy_synthetic,test,cat,rough_only,full_ssim,0.9745397232472895,higher
glossy_synthetic,test,cat,rough_only,full_lpips,0.0388774899765849,lower
glossy_synthetic,test,horse,base,mean_reflection_consistency,0.2250296831130981,lower
glossy_synthetic,test,horse,base,reflective_psnr,30.423553824424744,higher
glossy_synthetic,test,horse,base,reflective_ssim,0.9688311144709588,higher
glossy_synthetic,test,horse,base,reflective_lpips,0.0251725682755932,lower
glossy_synthetic,test,horse,base,reflective_region_psnr,22.16110363006592,higher
glossy_synthetic,test,horse,base,full_psnr,27.62704145908356,higher
glossy_synthetic,test,horse,base,full_ssim,0.9448911026120186,higher
glossy_synthetic,test,horse,base,full_lpips,0.0380590773420408,lower
glossy_synthetic,test,horse,rc,mean_reflection_consistency,0.1946511507034301,lower
glossy_synthetic,test,horse,rc,reflective_psnr,30.55985558032989,higher
glossy_synthetic,test,horse,rc,reflective_ssim,0.9683698453009127,higher
glossy_synthetic,test,horse,rc,reflective_lpips,0.0254740713280625,lower
glossy_synthetic,test,horse,rc,reflective_region_psnr,22.394418716430664,higher
glossy_synthetic,test,horse,rc,full_psnr,27.702359437942505,higher
glossy_synthetic,test,horse,rc,full_ssim,0.9454795122146606,higher
glossy_synthetic,test,horse,rc,full_lpips,0.0376860084943473,lower
glossy_synthetic,test,horse,wo_ref,mean_reflection_consistency,0.2232219293713569,lower
glossy_synthetic,test,horse,wo_ref,reflective_psnr,30.09772682189941,higher
glossy_synthetic,test,horse,wo_ref,reflective_ssim,0.9682388231158257,higher
glossy_synthetic,test,horse,wo_ref,reflective_lpips,0.0273149516433477,lower
glossy_synthetic,test,horse,wo_ref,reflective_region_psnr,22.0252893447876,higher
glossy_synthetic,test,horse,wo_ref,full_psnr,27.470797419548035,higher
glossy_synthetic,test,horse,wo_ref,full_ssim,0.9444305635988712,higher
glossy_synthetic,test,horse,wo_ref,full_lpips,0.0398575395811349,lower
glossy_synthetic,test,horse,wo_conf,mean_reflection_consistency,0.2074032217264175,lower
glossy_synthetic,test,horse,wo_conf,reflective_psnr,30.356438159942627,higher
glossy_synthetic,test,horse,wo_conf,reflective_ssim,0.9686231166124344,higher
glossy_synthetic,test,horse,wo_conf,reflective_lpips,0.025958523270674,lower
glossy_synthetic,test,horse,wo_conf,reflective_region_psnr,22.150599098205568,higher
glossy_synthetic,test,horse,wo_conf,full_psnr,27.64814138412476,higher
glossy_synthetic,test,horse,wo_conf,full_ssim,0.945021454244852,higher
glossy_synthetic,test,horse,wo_conf,full_lpips,0.0387174085481092,lower
glossy_synthetic,test,horse,rough_only,mean_reflection_consistency,0.2221041172742843,lower
glossy_synthetic,test,horse,rough_only,reflective_psnr,30.05325877666473,higher
glossy_synthetic,test,horse,rough_only,reflective_ssim,0.9693291038274764,higher
glossy_synthetic,test,horse,rough_only,reflective_lpips,0.0243693813681602,lower
glossy_synthetic,test,horse,rough_only,reflective_region_psnr,22.025045585632324,higher
glossy_synthetic,test,horse,rough_only,full_psnr,27.683650493621823,higher
glossy_synthetic,test,horse,rough_only,full_ssim,0.9451914578676224,higher
glossy_synthetic,test,horse,rough_only,full_lpips,0.0381889099953696,lower
glossy_synthetic,test,luyu,base,mean_reflection_consistency,0.1244205117225647,lower
glossy_synthetic,test,luyu,base,reflective_psnr,31.369457006454468,higher
glossy_synthetic,test,luyu,base,reflective_ssim,0.9687906429171562,higher
glossy_synthetic,test,luyu,base,reflective_lpips,0.0247649874072521,lower
glossy_synthetic,test,luyu,base,reflective_region_psnr,23.33660182952881,higher
glossy_synthetic,test,luyu,base,full_psnr,29.47779715061188,higher
glossy_synthetic,test,luyu,base,full_ssim,0.947934940457344,higher
glossy_synthetic,test,luyu,base,full_lpips,0.037568500265479,lower
glossy_synthetic,test,luyu,rc,mean_reflection_consistency,0.1195022352039814,lower
glossy_synthetic,test,luyu,rc,reflective_psnr,30.713675141334534,higher
glossy_synthetic,test,luyu,rc,reflective_ssim,0.9677977859973907,higher
glossy_synthetic,test,luyu,rc,reflective_lpips,0.0271824040682986,lower
glossy_synthetic,test,luyu,rc,reflective_region_psnr,22.59705638885498,higher
glossy_synthetic,test,luyu,rc,full_psnr,29.056204080581665,higher
glossy_synthetic,test,luyu,rc,full_ssim,0.9479799754917622,higher
glossy_synthetic,test,luyu,rc,full_lpips,0.0391065921867266,lower
glossy_synthetic,test,luyu,wo_ref,mean_reflection_consistency,0.1295338213443756,lower
glossy_synthetic,test,luyu,wo_ref,reflective_psnr,31.42476427555084,higher
glossy_synthetic,test,luyu,wo_ref,reflective_ssim,0.9692122228443624,higher
glossy_synthetic,test,luyu,wo_ref,reflective_lpips,0.0244530991185456,lower
glossy_synthetic,test,luyu,wo_ref,reflective_region_psnr,23.29527187347412,higher
glossy_synthetic,test,luyu,wo_ref,full_psnr,29.47066342830658,higher
glossy_synthetic,test,luyu,wo_ref,full_ssim,0.9482258781790732,higher
glossy_synthetic,test,luyu,wo_ref,full_lpips,0.0372335811844095,lower
glossy_synthetic,test,luyu,wo_conf,mean_reflection_consistency,0.1201612651348114,lower
glossy_synthetic,test,luyu,wo_conf,reflective_psnr,31.102599024772644,higher
glossy_synthetic,test,luyu,wo_conf,reflective_ssim,0.9676886014640332,higher
glossy_synthetic,test,luyu,wo_conf,reflective_lpips,0.0262510775355622,lower
glossy_synthetic,test,luyu,wo_conf,reflective_region_psnr,22.987455940246583,higher
glossy_synthetic,test,luyu,wo_conf,full_psnr,29.30137956142425,higher
glossy_synthetic,test,luyu,wo_conf,full_ssim,0.9474608153104782,higher
glossy_synthetic,test,luyu,wo_conf,full_lpips,0.0384625310543924,lower
glossy_synthetic,test,luyu,rough_only,mean_reflection_consistency,0.1268406495451927,lower
glossy_synthetic,test,luyu,rough_only,reflective_psnr,31.206926226615906,higher
glossy_synthetic,test,luyu,rough_only,reflective_ssim,0.9683474078774452,higher
glossy_synthetic,test,luyu,rough_only,reflective_lpips,0.0256731513654813,lower
glossy_synthetic,test,luyu,rough_only,reflective_region_psnr,23.070027923583982,higher
glossy_synthetic,test,luyu,rough_only,full_psnr,29.3167017698288,higher
glossy_synthetic,test,luyu,rough_only,full_ssim,0.9471549428999424,higher
glossy_synthetic,test,luyu,rough_only,full_lpips,0.0384924695827066,lower
glossy_synthetic,test,potion,base,mean_reflection_consistency,0.0858457002788782,lower
glossy_synthetic,test,potion,base,reflective_psnr,34.02612376213074,higher
glossy_synthetic,test,potion,base,reflective_ssim,0.9720447063446044,higher
glossy_synthetic,test,potion,base,reflective_lpips,0.0395058401627466,lower
glossy_synthetic,test,potion,base,reflective_region_psnr,27.773388862609863,higher
glossy_synthetic,test,potion,base,full_psnr,32.73419630527496,higher
glossy_synthetic,test,potion,base,full_ssim,0.9625495113432408,higher
glossy_synthetic,test,potion,base,full_lpips,0.0588522602338343,lower
glossy_synthetic,test,potion,rc,mean_reflection_consistency,0.08339374512434,lower
glossy_synthetic,test,potion,rc,reflective_psnr,34.19976258277893,higher
glossy_synthetic,test,potion,rc,reflective_ssim,0.9723633788526058,higher
glossy_synthetic,test,potion,rc,reflective_lpips,0.0392893520183861,lower
glossy_synthetic,test,potion,rc,reflective_region_psnr,28.10766887664795,higher
glossy_synthetic,test,potion,rc,full_psnr,32.87587833404541,higher
glossy_synthetic,test,potion,rc,full_ssim,0.9635882936418056,higher
glossy_synthetic,test,potion,rc,full_lpips,0.0569856108631938,lower
glossy_synthetic,test,potion,wo_ref,mean_reflection_consistency,0.0851301420480012,lower
glossy_synthetic,test,potion,wo_ref,reflective_psnr,33.807382225990295,higher
glossy_synthetic,test,potion,wo_ref,reflective_ssim,0.9710056222975254,higher
glossy_synthetic,test,potion,wo_ref,reflective_lpips,0.0393853562418371,lower
glossy_synthetic,test,potion,wo_ref,reflective_region_psnr,27.63684673309326,higher
glossy_synthetic,test,potion,wo_ref,full_psnr,32.6298588514328,higher
glossy_synthetic,test,potion,wo_ref,full_ssim,0.962023414671421,higher
glossy_synthetic,test,potion,wo_ref,full_lpips,0.0590314082801342,lower
glossy_synthetic,test,potion,wo_conf,mean_reflection_consistency,0.0783917885273695,lower
glossy_synthetic,test,potion,wo_conf,reflective_psnr,33.85101044178009,higher
glossy_synthetic,test,potion,wo_conf,reflective_ssim,0.970986545085907,higher
glossy_synthetic,test,potion,wo_conf,reflective_lpips,0.0415460877120494,lower
glossy_synthetic,test,potion,wo_conf,reflective_region_psnr,27.70726585388184,higher
glossy_synthetic,test,potion,wo_conf,full_psnr,32.64493119716644,higher
glossy_synthetic,test,potion,wo_conf,full_ssim,0.9612923823297024,higher
glossy_synthetic,test,potion,wo_conf,full_lpips,0.0612347039859741,lower
glossy_synthetic,test,potion,rough_only,mean_reflection_consistency,0.0853285644203424,lower
glossy_synthetic,test,potion,rough_only,reflective_psnr,33.911728858947754,higher
glossy_synthetic,test,potion,rough_only,reflective_ssim,0.9716345518827438,higher
glossy_synthetic,test,potion,rough_only,reflective_lpips,0.0394600396975874,lower
glossy_synthetic,test,potion,rough_only,reflective_region_psnr,27.66260795593261,higher
glossy_synthetic,test,potion,rough_only,full_psnr,32.74109601974487,higher
glossy_synthetic,test,potion,rough_only,full_ssim,0.9621234461665154,higher
glossy_synthetic,test,potion,rough_only,full_lpips,0.0601726914756,lower
glossy_synthetic,test,tbell,base,mean_reflection_consistency,0.3169427782297134,lower
glossy_synthetic,test,tbell,base,reflective_psnr,30.948215126991272,higher
glossy_synthetic,test,tbell,base,reflective_ssim,0.9675749987363816,higher
glossy_synthetic,test,tbell,base,reflective_lpips,0.0350554075557738,lower
glossy_synthetic,test,tbell,base,reflective_region_psnr,25.76476020812988,higher
glossy_synthetic,test,tbell,base,full_psnr,30.423270106315613,higher
glossy_synthetic,test,tbell,base,full_ssim,0.9641860984265804,higher
glossy_synthetic,test,tbell,base,full_lpips,0.0423441501334309,lower
glossy_synthetic,test,tbell,rc,mean_reflection_consistency,0.2604417517781258,lower
glossy_synthetic,test,tbell,rc,reflective_psnr,30.97561180591584,higher
glossy_synthetic,test,tbell,rc,reflective_ssim,0.967334058135748,higher
glossy_synthetic,test,tbell,rc,reflective_lpips,0.0351045749848708,lower
glossy_synthetic,test,tbell,rc,reflective_region_psnr,25.88907070159912,higher
glossy_synthetic,test,tbell,rc,full_psnr,30.662683725357056,higher
glossy_synthetic,test,tbell,rc,full_ssim,0.964991107583046,higher
glossy_synthetic,test,tbell,rc,full_lpips,0.0412571588531136,lower
glossy_synthetic,test,tbell,wo_ref,mean_reflection_consistency,0.3090794920921326,lower
glossy_synthetic,test,tbell,wo_ref,reflective_psnr,31.15042698383332,higher
glossy_synthetic,test,tbell,wo_ref,reflective_ssim,0.9670906402170658,higher
glossy_synthetic,test,tbell,wo_ref,reflective_lpips,0.0360396899050101,lower
glossy_synthetic,test,tbell,wo_ref,reflective_region_psnr,25.925282859802245,higher
glossy_synthetic,test,tbell,wo_ref,full_psnr,30.67112278938293,higher
glossy_synthetic,test,tbell,wo_ref,full_ssim,0.9641624055802822,higher
glossy_synthetic,test,tbell,wo_ref,full_lpips,0.0432726014405489,lower
glossy_synthetic,test,tbell,wo_conf,mean_reflection_consistency,0.2782286584377288,lower
glossy_synthetic,test,tbell,wo_conf,reflective_psnr,30.98583495616913,higher
glossy_synthetic,test,tbell,wo_conf,reflective_ssim,0.9678497165441512,higher
glossy_synthetic,test,tbell,wo_conf,reflective_lpips,0.0338687777984887,lower
glossy_synthetic,test,tbell,wo_conf,reflective_region_psnr,25.87096767425537,higher
glossy_synthetic,test,tbell,wo_conf,full_psnr,30.59528350830078,higher
glossy_synthetic,test,tbell,wo_conf,full_ssim,0.9648824259638786,higher
glossy_synthetic,test,tbell,wo_conf,full_lpips,0.0412438341882079,lower
glossy_synthetic,test,tbell,rough_only,mean_reflection_consistency,0.3186626702547073,lower
glossy_synthetic,test,tbell,rough_only,reflective_psnr,30.96902620792389,higher
glossy_synthetic,test,tbell,rough_only,reflective_ssim,0.9671381674706936,higher
glossy_synthetic,test,tbell,rough_only,reflective_lpips,0.0351635989500209,lower
glossy_synthetic,test,tbell,rough_only,reflective_region_psnr,25.775622177124024,higher
glossy_synthetic,test,tbell,rough_only,full_psnr,30.67210412025452,higher
glossy_synthetic,test,tbell,rough_only,full_ssim,0.9646560847759248,higher
glossy_synthetic,test,tbell,rough_only,full_lpips,0.0421135777141898,lower
glossy_synthetic,test,teapot,base,mean_reflection_consistency,0.2959328785538673,lower
glossy_synthetic,test,teapot,base,reflective_psnr,27.20156443119049,higher
glossy_synthetic,test,teapot,base,reflective_ssim,0.9512129202485085,higher
glossy_synthetic,test,teapot,base,reflective_lpips,0.0438581835478544,lower
glossy_synthetic,test,teapot,base,reflective_region_psnr,20.463845634460448,higher
glossy_synthetic,test,teapot,base,full_psnr,26.58281433582306,higher
glossy_synthetic,test,teapot,base,full_ssim,0.9448713436722757,higher
glossy_synthetic,test,teapot,base,full_lpips,0.0511018079705536,lower
glossy_synthetic,test,teapot,rc,mean_reflection_consistency,0.2524333536624908,lower
glossy_synthetic,test,teapot,rc,reflective_psnr,27.20884656906128,higher
glossy_synthetic,test,teapot,rc,reflective_ssim,0.951549157500267,higher
glossy_synthetic,test,teapot,rc,reflective_lpips,0.0430140802636742,lower
glossy_synthetic,test,teapot,rc,reflective_region_psnr,20.661319732666016,higher
glossy_synthetic,test,teapot,rc,full_psnr,26.751352787017822,higher
glossy_synthetic,test,teapot,rc,full_ssim,0.9467399902641772,higher
glossy_synthetic,test,teapot,rc,full_lpips,0.0500873576384037,lower
glossy_synthetic,test,teapot,wo_ref,mean_reflection_consistency,0.2975952297449112,lower
glossy_synthetic,test,teapot,wo_ref,reflective_psnr,27.44669091701508,higher
glossy_synthetic,test,teapot,wo_ref,reflective_ssim,0.9529455937445164,higher
glossy_synthetic,test,teapot,wo_ref,reflective_lpips,0.042050453601405,lower
glossy_synthetic,test,teapot,wo_ref,reflective_region_psnr,20.604636192321777,higher
glossy_synthetic,test,teapot,wo_ref,full_psnr,26.75736463069916,higher
glossy_synthetic,test,teapot,wo_ref,full_ssim,0.9463091604411602,higher
glossy_synthetic,test,teapot,wo_ref,full_lpips,0.0496351581532508,lower
glossy_synthetic,test,teapot,wo_conf,mean_reflection_consistency,0.2744048878550529,lower
glossy_synthetic,test,teapot,wo_conf,reflective_psnr,27.287578344345093,higher
glossy_synthetic,test,teapot,wo_conf,reflective_ssim,0.9514516703784466,higher
glossy_synthetic,test,teapot,wo_conf,reflective_lpips,0.0442615810316056,lower
glossy_synthetic,test,teapot,wo_conf,reflective_region_psnr,20.54795684814453,higher
glossy_synthetic,test,teapot,wo_conf,full_psnr,26.50543546676636,higher
glossy_synthetic,test,teapot,wo_conf,full_ssim,0.944457359611988,higher
glossy_synthetic,test,teapot,wo_conf,full_lpips,0.0516890345606952,lower
glossy_synthetic,test,teapot,rough_only,mean_reflection_consistency,0.3004218071699142,lower
glossy_synthetic,test,teapot,rough_only,reflective_psnr,27.080671072006226,higher
glossy_synthetic,test,teapot,rough_only,reflective_ssim,0.9500642381608486,higher
glossy_synthetic,test,teapot,rough_only,reflective_lpips,0.0452048419974744,lower
glossy_synthetic,test,teapot,rough_only,reflective_region_psnr,20.39924659729004,higher
glossy_synthetic,test,teapot,rough_only,full_psnr,26.576650261878967,higher
glossy_synthetic,test,teapot,rough_only,full_ssim,0.9443917833268642,higher
glossy_synthetic,test,teapot,rough_only,full_lpips,0.0521035690326243,lower
shiny_blender_synthetic,train,ball,base,mean_reflection_consistency,0.1712649494409561,lower
shiny_blender_synthetic,train,ball,base,reflective_psnr,41.106985206604,higher
shiny_blender_synthetic,train,ball,base,reflective_ssim,0.9923985570669174,higher
shiny_blender_synthetic,train,ball,base,reflective_lpips,0.0228039968013763,lower
shiny_blender_synthetic,train,ball,base,reflective_region_psnr,37.80105285644531,higher
shiny_blender_synthetic,train,ball,base,full_psnr,40.85372295379639,higher
shiny_blender_synthetic,train,ball,base,full_ssim,0.9917829132080078,higher
shiny_blender_synthetic,train,ball,base,full_lpips,0.0318296349048614,lower
shiny_blender_synthetic,train,ball,rc,mean_reflection_consistency,0.1663990885019302,lower
shiny_blender_synthetic,train,ball,rc,reflective_psnr,41.21255100250245,higher
shiny_blender_synthetic,train,ball,rc,reflective_ssim,0.9922647655010224,higher
shiny_blender_synthetic,train,ball,rc,reflective_lpips,0.0255917888786643,lower
shiny_blender_synthetic,train,ball,rc,reflective_region_psnr,38.0914852142334,higher
shiny_blender_synthetic,train,ball,rc,full_psnr,40.98823234558105,higher
shiny_blender_synthetic,train,ball,rc,full_ssim,0.99187539935112,higher
shiny_blender_synthetic,train,ball,rc,full_lpips,0.0314202127419412,lower
shiny_blender_synthetic,train,ball,wo_ref,mean_reflection_consistency,0.1700018443167209,lower
shiny_blender_synthetic,train,ball,wo_ref,reflective_psnr,40.86597549438476,higher
shiny_blender_synthetic,train,ball,wo_ref,reflective_ssim,0.9920967197418212,higher
shiny_blender_synthetic,train,ball,wo_ref,reflective_lpips,0.0256662590336054,lower
shiny_blender_synthetic,train,ball,wo_ref,reflective_region_psnr,37.65805702209472,higher
shiny_blender_synthetic,train,ball,wo_ref,full_psnr,40.64434589385986,higher
shiny_blender_synthetic,train,ball,wo_ref,full_ssim,0.9916635847091676,higher
shiny_blender_synthetic,train,ball,wo_ref,full_lpips,0.0322284650057554,lower
shiny_blender_synthetic,train,ball,wo_conf,mean_reflection_consistency,0.1672966547310352,lower
shiny_blender_synthetic,train,ball,wo_conf,reflective_psnr,40.71862602233887,higher
shiny_blender_synthetic,train,ball,wo_conf,reflective_ssim,0.9925452488660812,higher
shiny_blender_synthetic,train,ball,wo_conf,reflective_lpips,0.0220677410438656,lower
shiny_blender_synthetic,train,ball,wo_conf,reflective_region_psnr,37.18550491333008,higher
shiny_blender_synthetic,train,ball,wo_conf,full_psnr,40.4266792678833,higher
shiny_blender_synthetic,train,ball,wo_conf,full_ssim,0.9917367428541184,higher
shiny_blender_synthetic,train,ball,wo_conf,full_lpips,0.0323078977502882,lower
shiny_blender_synthetic,train,ball,rough_only,mean_reflection_consistency,0.169089861959219,lower
shiny_blender_synthetic,train,ball,rough_only,reflective_psnr,41.13626712799072,higher
shiny_blender_synthetic,train,ball,rough_only,reflective_ssim,0.9921992123126984,higher
shiny_blender_synthetic,train,ball,rough_only,reflective_lpips,0.0250911054667085,lower
shiny_blender_synthetic,train,ball,rough_only,reflective_region_psnr,38.079153060913086,higher
shiny_blender_synthetic,train,ball,rough_only,full_psnr,40.90653297424316,higher
shiny_blender_synthetic,train,ball,rough_only,full_ssim,0.9917780125141143,higher
shiny_blender_synthetic,train,ball,rough_only,full_lpips,0.0320588070526719,lower
shiny_blender_synthetic,train,car,base,mean_reflection_consistency,0.3124761778861284,lower
shiny_blender_synthetic,train,car,base,reflective_psnr,38.13613090515137,higher
shiny_blender_synthetic,train,car,base,reflective_ssim,0.9891319018602373,higher
shiny_blender_synthetic,train,car,base,reflective_lpips,0.005930654965341,lower
shiny_blender_synthetic,train,car,base,reflective_region_psnr,31.03232326507568,higher
shiny_blender_synthetic,train,car,base,full_psnr,36.740454483032224,higher
shiny_blender_synthetic,train,car,base,full_ssim,0.985656060576439,higher
shiny_blender_synthetic,train,car,base,full_lpips,0.0090611342014744,lower
shiny_blender_synthetic,train,car,rc,mean_reflection_consistency,0.1426708940416574,lower
shiny_blender_synthetic,train,car,rc,reflective_psnr,37.908733406066894,higher
shiny_blender_synthetic,train,car,rc,reflective_ssim,0.9888956397771836,higher
shiny_blender_synthetic,train,car,rc,reflective_lpips,0.0063235793309286,lower
shiny_blender_synthetic,train,car,rc,reflective_region_psnr,30.99400882720948,higher
shiny_blender_synthetic,train,car,rc,full_psnr,36.506158142089845,higher
shiny_blender_synthetic,train,car,rc,full_ssim,0.985535243153572,higher
shiny_blender_synthetic,train,car,rc,full_lpips,0.0090828548045828,lower
shiny_blender_synthetic,train,car,wo_ref,mean_reflection_consistency,0.3498593010008335,lower
shiny_blender_synthetic,train,car,wo_ref,reflective_psnr,38.34574028015137,higher
shiny_blender_synthetic,train,car,wo_ref,reflective_ssim,0.989543439745903,higher
shiny_blender_synthetic,train,car,wo_ref,reflective_lpips,0.0056727218278683,lower
shiny_blender_synthetic,train,car,wo_ref,reflective_region_psnr,31.029361152648924,higher
shiny_blender_synthetic,train,car,wo_ref,full_psnr,36.85416862487793,higher
shiny_blender_synthetic,train,car,wo_ref,full_ssim,0.9858781731128692,higher
shiny_blender_synthetic,train,car,wo_ref,full_lpips,0.0087959435395896,lower
shiny_blender_synthetic,train,car,wo_conf,mean_reflection_consistency,0.1872521694749593,lower
shiny_blender_synthetic,train,car,wo_conf,reflective_psnr,38.19850826263428,higher
shiny_blender_synthetic,train,car,wo_conf,reflective_ssim,0.989311665892601,higher
shiny_blender_synthetic,train,car,wo_conf,reflective_lpips,0.0056999484379775,lower
shiny_blender_synthetic,train,car,wo_conf,reflective_region_psnr,30.91968936920166,higher
shiny_blender_synthetic,train,car,wo_conf,full_psnr,36.74820766448975,higher
shiny_blender_synthetic,train,car,wo_conf,full_ssim,0.985584386587143,higher
shiny_blender_synthetic,train,car,wo_conf,full_lpips,0.0089572398038581,lower
shiny_blender_synthetic,train,car,rough_only,mean_reflection_consistency,0.329224394261837,lower
shiny_blender_synthetic,train,car,rough_only,reflective_psnr,37.97784103393555,higher
shiny_blender_synthetic,train,car,rough_only,reflective_ssim,0.9888836109638214,higher
shiny_blender_synthetic,train,car,rough_only,reflective_lpips,0.0063340073521248,lower
shiny_blender_synthetic,train,car,rough_only,reflective_region_psnr,31.09470157623291,higher
shiny_blender_synthetic,train,car,rough_only,full_psnr,36.83535648345947,higher
shiny_blender_synthetic,train,car,rough_only,full_ssim,0.9856621325016022,higher
shiny_blender_synthetic,train,car,rough_only,full_lpips,0.0089817107003182,lower
shiny_blender_synthetic,train,coffee,base,mean_reflection_consistency,0.0538857832551002,lower
shiny_blender_synthetic,train,coffee,base,reflective_psnr,42.35140979766846,higher
shiny_blender_synthetic,train,coffee,base,reflective_ssim,0.9916090375185012,higher
shiny_blender_synthetic,train,coffee,base,reflective_lpips,0.0098210799996741,lower
