dataset,split,scene,metric,base_value,rc_value,metric_direction,improvement,winner,source_file
glossy_synthetic,test,potion,full_lpips,0.0588522602338343,0.0569856108631938,lower,0.0018666493706405024,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,tbell,mean_reflection_consistency,0.3169427782297134,0.2604417517781258,lower,0.05650102645158761,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,tbell,reflective_region_psnr,25.76476020812988,25.88907070159912,higher,0.12431049346924183,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,tbell,reflective_psnr,30.948215126991272,30.97561180591584,higher,0.027396678924567652,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,tbell,reflective_ssim,0.9675749987363816,0.967334058135748,higher,-0.00024094060063362122,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,tbell,reflective_lpips,0.0350554075557738,0.0351045749848708,lower,-4.916742909700372e-05,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,tbell,full_psnr,30.423270106315613,30.662683725357056,higher,0.23941361904144287,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,tbell,full_ssim,0.9641860984265804,0.964991107583046,higher,0.0008050091564655304,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,tbell,full_lpips,0.0423441501334309,0.0412571588531136,lower,0.0010869912803172996,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,teapot,mean_reflection_consistency,0.2959328785538673,0.2524333536624908,lower,0.043499524891376484,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,teapot,reflective_region_psnr,20.463845634460448,20.661319732666016,higher,0.19747409820556783,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,teapot,reflective_psnr,27.20156443119049,27.20884656906128,higher,0.007282137870788574,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,teapot,reflective_ssim,0.9512129202485085,0.951549157500267,higher,0.00033623725175857544,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,teapot,reflective_lpips,0.0438581835478544,0.0430140802636742,lower,0.000844103284180206,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,teapot,full_psnr,26.58281433582306,26.751352787017822,higher,0.16853845119476318,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,teapot,full_ssim,0.9448713436722757,0.9467399902641772,higher,0.0018686465919015571,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
glossy_synthetic,test,teapot,full_lpips,0.0511018079705536,0.0500873576384037,lower,0.0010144503321499049,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,ball,mean_reflection_consistency,0.1712649494409561,0.1663990885019302,lower,0.004865860939025912,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,ball,reflective_region_psnr,37.80105285644531,38.0914852142334,higher,0.2904323577880916,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,ball,reflective_psnr,41.106985206604,41.21255100250245,higher,0.10556579589844972,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,ball,reflective_ssim,0.9923985570669174,0.9922647655010224,higher,-0.00013379156589499175,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,ball,reflective_lpips,0.0228039968013763,0.0255917888786643,lower,-0.0027877920772879997,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,ball,full_psnr,40.85372295379639,40.98823234558105,higher,0.13450939178466115,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,ball,full_ssim,0.9917829132080078,0.99187539935112,higher,9.24861431121915e-05,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,ball,full_lpips,0.0318296349048614,0.0314202127419412,lower,0.00040942216292019773,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,car,mean_reflection_consistency,0.3124761778861284,0.1426708940416574,lower,0.16980528384447102,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,car,reflective_region_psnr,31.03232326507568,30.99400882720948,higher,-0.03831443786619815,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,car,reflective_psnr,38.13613090515137,37.908733406066894,higher,-0.22739749908447493,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,car,reflective_ssim,0.9891319018602373,0.9888956397771836,higher,-0.00023626208305360663,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,car,reflective_lpips,0.005930654965341,0.0063235793309286,lower,-0.0003929243655875995,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,car,full_psnr,36.740454483032224,36.506158142089845,higher,-0.23429634094237883,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,car,full_ssim,0.985656060576439,0.985535243153572,higher,-0.00012081742286695896,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,car,full_lpips,0.0090611342014744,0.0090828548045828,lower,-2.1720603108399406e-05,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,coffee,mean_reflection_consistency,0.0538857832551002,0.0222299552522599,lower,0.031655828002840294,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,coffee,reflective_region_psnr,35.920494079589844,35.814023399353026,higher,-0.10647068023681783,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,coffee,reflective_psnr,42.35140979766846,41.19879467010498,higher,-1.1526151275634788,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,coffee,reflective_ssim,0.9916090375185012,0.9904482960700988,higher,-0.0011607414484023915,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,coffee,reflective_lpips,0.0098210799996741,0.0110690743150189,lower,-0.0012479943153447994,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,coffee,full_psnr,39.01282356262207,38.845851249694825,higher,-0.16697231292724268,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,coffee,full_ssim,0.9834073233604432,0.9832272011041642,higher,-0.0001801222562790583,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,coffee,full_lpips,0.0344631484150886,0.0353838243335485,lower,-0.0009206759184599012,base,paper_assets/data/main_full_metrics_by_dataset_wide.csv
shiny_blender_synthetic,train,helmet,mean_reflection_consistency,0.6405774474143981,0.0895418930798769,lower,0.5510355543345212,RC,paper_assets/data/main_full_metrics_by_dataset_wide.csv
