dataset,split,variant,metric,mean_value,valid_n,total_scene_count,metric_direction,note
shiny_blender_synthetic,test,wo_ref,reflective_region_psnr,31.39551493326823,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_ref,full_psnr,35.642333084742226,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_ref,full_ssim,0.9770388684173424,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_ref,full_lpips,0.029530830781101598,6,6,lower,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_ref,reflective_psnr,36.887973426183066,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_ref,reflective_ssim,0.9844267472128073,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_ref,reflective_lpips,0.017958168825110334,6,6,lower,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_ref,valid_pair_count,10.0,6,6,count,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_ref,num_pairs,10.0,6,6,count,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_ref,num_images,200.0,6,6,count,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_conf,mean_reflection_consistency,0.03864469725328183,6,6,lower,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_conf,reflective_region_psnr,31.467753442128497,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_conf,full_psnr,35.64995491663615,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_conf,full_ssim,0.9769110878308614,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_conf,full_lpips,0.029732991878942464,6,6,lower,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_conf,reflective_psnr,36.874269989331566,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_conf,reflective_ssim,0.984405638674895,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_conf,reflective_lpips,0.017170109719954734,6,6,lower,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_conf,valid_pair_count,10.0,6,6,count,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_conf,num_pairs,10.0,6,6,count,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,wo_conf,num_images,200.0,6,6,count,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,rough_only,mean_reflection_consistency,0.06957012750208376,6,6,lower,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,rough_only,reflective_region_psnr,31.617156887054445,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,rough_only,full_psnr,35.61654342969259,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,rough_only,full_ssim,0.9768282643953959,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,rough_only,full_lpips,0.029734810318089583,6,6,lower,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,rough_only,reflective_psnr,36.64806939442953,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,rough_only,reflective_ssim,0.9839867821335794,6,6,higher,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,rough_only,reflective_lpips,0.018113061523690663,6,6,lower,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,rough_only,valid_pair_count,10.0,6,6,count,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,rough_only,num_pairs,10.0,6,6,count,mean over 6/6 valid scene rows
shiny_blender_synthetic,test,rough_only,num_images,200.0,6,6,count,mean over 6/6 valid scene rows
