dataset,split,scene,method,metric,value,metric_direction,source_file,valid_flag,note
glossy_synthetic,test,angel,base,mean_reflection_consistency,0.1224045969545841,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,base,reflective_region_psnr,22.186219787597658,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,base,full_psnr,29.736383318901066,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,base,full_ssim,0.9514805562794209,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,base,full_lpips,0.0395800936967134,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,base,reflective_psnr,31.02737820148468,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,base,reflective_ssim,0.9697593972086906,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,base,reflective_lpips,0.0227484803763218,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,angel,rc,mean_reflection_consistency,0.1077954076230525,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,rc,reflective_region_psnr,22.699249267578125,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,rc,full_psnr,29.881834983825684,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,rc,full_ssim,0.9524393528699876,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,rc,full_lpips,0.0393520023208111,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,rc,reflective_psnr,31.093984007835388,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,rc,reflective_ssim,0.9696534723043442,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,rc,reflective_lpips,0.022523145424202,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,angel,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,bell,base,mean_reflection_consistency,0.109719630330801,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,base,reflective_region_psnr,25.546735572814946,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,base,full_psnr,31.637834668159485,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,base,full_ssim,0.9630710706114768,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,base,full_lpips,0.0417090912815183,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,base,reflective_psnr,32.164868116378784,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,base,reflective_ssim,0.9666688106954098,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,base,reflective_lpips,0.0347917609615251,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,bell,rc,mean_reflection_consistency,0.1077431581914424,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,rc,reflective_region_psnr,25.735924339294435,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,rc,full_psnr,31.77191960811615,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,rc,full_ssim,0.964034728705883,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,rc,full_lpips,0.0390872552525252,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,rc,reflective_psnr,32.3101943731308,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,rc,reflective_ssim,0.9678541906177998,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,rc,reflective_lpips,0.0321149375522509,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,bell,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,cat,base,mean_reflection_consistency,0.156605814397335,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,base,reflective_region_psnr,27.2645055770874,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,base,full_psnr,33.29552483558655,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,base,full_ssim,0.974674727767706,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,base,full_lpips,0.0384301677113398,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,base,reflective_psnr,34.4962375164032,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,base,reflective_ssim,0.9824726916849612,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,base,reflective_lpips,0.0237028880510479,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,cat,rc,mean_reflection_consistency,0.1497700244188308,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,rc,reflective_region_psnr,26.788152313232423,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,rc,full_psnr,33.0527685880661,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,rc,full_ssim,0.974432148039341,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,rc,full_lpips,0.0385905808070674,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,rc,reflective_psnr,33.952213168144226,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,rc,reflective_ssim,0.9805249124765396,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,rc,reflective_lpips,0.0251582667697221,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,cat,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,horse,base,mean_reflection_consistency,0.2250296831130981,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,base,reflective_region_psnr,22.16110363006592,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,base,full_psnr,27.62704145908356,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,base,full_ssim,0.9448911026120186,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,base,full_lpips,0.0380590773420408,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,base,reflective_psnr,30.423553824424744,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,base,reflective_ssim,0.9688311144709588,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,base,reflective_lpips,0.0251725682755932,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,horse,rc,mean_reflection_consistency,0.1946511507034301,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,rc,reflective_region_psnr,22.394418716430664,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,rc,full_psnr,27.702359437942505,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,rc,full_ssim,0.9454795122146606,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,rc,full_lpips,0.0376860084943473,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,rc,reflective_psnr,30.55985558032989,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,rc,reflective_ssim,0.9683698453009127,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,rc,reflective_lpips,0.0254740713280625,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,horse,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,luyu,base,mean_reflection_consistency,0.1244205117225647,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,base,reflective_region_psnr,23.33660182952881,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,base,full_psnr,29.47779715061188,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,base,full_ssim,0.947934940457344,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,base,full_lpips,0.037568500265479,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,base,reflective_psnr,31.369457006454468,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,base,reflective_ssim,0.9687906429171562,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,base,reflective_lpips,0.0247649874072521,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,luyu,rc,mean_reflection_consistency,0.1195022352039814,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,rc,reflective_region_psnr,22.59705638885498,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,rc,full_psnr,29.056204080581665,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,rc,full_ssim,0.9479799754917622,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,rc,full_lpips,0.0391065921867266,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,rc,reflective_psnr,30.713675141334534,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,rc,reflective_ssim,0.9677977859973907,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,rc,reflective_lpips,0.0271824040682986,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,luyu,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,potion,base,mean_reflection_consistency,0.0858457002788782,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,base,reflective_region_psnr,27.773388862609863,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,base,full_psnr,32.73419630527496,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,base,full_ssim,0.9625495113432408,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,base,full_lpips,0.0588522602338343,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,base,reflective_psnr,34.02612376213074,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,base,reflective_ssim,0.9720447063446044,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,base,reflective_lpips,0.0395058401627466,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,potion,rc,mean_reflection_consistency,0.08339374512434,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,rc,reflective_region_psnr,28.10766887664795,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,rc,full_psnr,32.87587833404541,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,rc,full_ssim,0.9635882936418056,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,rc,full_lpips,0.0569856108631938,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,rc,reflective_psnr,34.19976258277893,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,rc,reflective_ssim,0.9723633788526058,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,rc,reflective_lpips,0.0392893520183861,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,potion,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,tbell,base,mean_reflection_consistency,0.3169427782297134,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,base,reflective_region_psnr,25.76476020812988,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,base,full_psnr,30.423270106315613,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,base,full_ssim,0.9641860984265804,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,base,full_lpips,0.0423441501334309,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,base,reflective_psnr,30.948215126991272,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,base,reflective_ssim,0.9675749987363816,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,base,reflective_lpips,0.0350554075557738,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,tbell,rc,mean_reflection_consistency,0.2604417517781258,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,rc,reflective_region_psnr,25.88907070159912,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,rc,full_psnr,30.662683725357056,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,rc,full_ssim,0.964991107583046,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,rc,full_lpips,0.0412571588531136,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,rc,reflective_psnr,30.975611805915836,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,rc,reflective_ssim,0.967334058135748,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,rc,reflective_lpips,0.0351045749848708,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,tbell,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,teapot,base,mean_reflection_consistency,0.2959328785538673,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,base,reflective_region_psnr,20.463845634460448,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,base,full_psnr,26.58281433582306,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,base,full_ssim,0.9448713436722757,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,base,full_lpips,0.0511018079705536,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,base,reflective_psnr,27.20156443119049,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,base,reflective_ssim,0.9512129202485085,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,base,reflective_lpips,0.0438581835478544,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,test,teapot,rc,mean_reflection_consistency,0.2524333536624908,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,rc,reflective_region_psnr,20.661319732666016,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,rc,full_psnr,26.751352787017822,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,rc,full_ssim,0.9467399902641772,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,rc,full_lpips,0.0500873576384037,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,rc,reflective_psnr,27.20884656906128,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,rc,reflective_ssim,0.951549157500267,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,rc,reflective_lpips,0.0430140802636742,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,test,teapot,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
