dataset,split,scene,method,metric,value,metric_direction,source_file,valid_flag,note
glossy_synthetic,train,bell,rc,reflective_region_psnr,28.27375888824463,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,bell,rc,full_psnr,34.27323712621416,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,bell,rc,full_ssim,0.9775770684438092,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,bell,rc,full_lpips,0.0309785973846114,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,bell,rc,reflective_psnr,34.9207432610648,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,bell,rc,reflective_ssim,0.9798789471387864,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,bell,rc,reflective_lpips,0.0244719251890533,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,bell,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,cat,base,mean_reflection_consistency,0.1224585108458995,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,base,reflective_region_psnr,28.26777744293213,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,base,full_psnr,36.00860548019409,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,base,full_ssim,0.9855903860713754,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,base,full_lpips,0.0293366401788911,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,base,reflective_psnr,36.98094197681972,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,base,reflective_ssim,0.989677577146462,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,base,reflective_lpips,0.0180683377298659,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,cat,rc,mean_reflection_consistency,0.1153977930545806,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,rc,reflective_region_psnr,28.245301818847658,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,rc,full_psnr,36.03758927753994,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,rc,full_ssim,0.9857039712369442,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,rc,full_lpips,0.0291747528826817,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,rc,reflective_psnr,36.875485352107454,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,rc,reflective_ssim,0.9890196302107402,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,rc,reflective_lpips,0.0188038112329585,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,cat,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,horse,base,mean_reflection_consistency,0.1993733793497085,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,base,reflective_region_psnr,24.13563022613525,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,base,full_psnr,30.47383063180106,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,base,full_ssim,0.9692279866763523,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,base,full_lpips,0.0293434990702995,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,base,reflective_psnr,32.955077852521626,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,base,reflective_ssim,0.980091870895454,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,base,reflective_lpips,0.0174163100808592,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,horse,rc,mean_reflection_consistency,0.178480402380228,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,rc,reflective_region_psnr,24.25545234680176,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,rc,full_psnr,30.506667528833663,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,rc,full_ssim,0.969814194632428,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,rc,full_lpips,0.0291160381498879,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,rc,reflective_psnr,33.067918624196736,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,rc,reflective_ssim,0.980128502207143,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,rc,reflective_lpips,0.0175319924850815,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,horse,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,luyu,base,mean_reflection_consistency,0.1188806600868701,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,base,reflective_region_psnr,25.514339637756347,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,base,full_psnr,32.07533998148782,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,base,full_ssim,0.966454624065331,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,base,full_lpips,0.0314378451855321,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,base,reflective_psnr,33.95423786980765,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,base,reflective_ssim,0.9796441426234586,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,base,reflective_lpips,0.0195913613008867,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,luyu,rc,mean_reflection_consistency,0.1100398741662502,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,rc,reflective_region_psnr,24.714074897766118,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,rc,full_psnr,31.61531347887857,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,rc,full_ssim,0.9660793345953737,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,rc,full_lpips,0.0326743896751265,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,rc,reflective_psnr,33.3053354876382,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,rc,reflective_ssim,0.9789685202496392,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,rc,reflective_lpips,0.0212975137983448,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,luyu,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,potion,base,mean_reflection_consistency,0.0924010790884494,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,base,reflective_region_psnr,29.079368019104,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,base,full_psnr,34.99247983523777,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,base,full_ssim,0.9744603293282644,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,base,full_lpips,0.0493946124333888,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,base,reflective_psnr,36.19237075533186,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,base,reflective_ssim,0.9797775681529728,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,base,reflective_lpips,0.0328107241408101,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,potion,rc,mean_reflection_consistency,0.0871635764837265,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,rc,reflective_region_psnr,29.33946208953857,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,rc,full_psnr,35.19222099440439,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,rc,full_ssim,0.9750580276761736,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,rc,full_lpips,0.048408713856978,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,rc,reflective_psnr,36.31153321266174,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,rc,reflective_ssim,0.9798827692866324,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,rc,reflective_lpips,0.0320936947495543,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,potion,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,tbell,base,mean_reflection_consistency,0.2808011561632156,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,base,reflective_region_psnr,27.632582473754884,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,base,full_psnr,33.503919754709514,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,base,full_ssim,0.9773495623043604,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,base,full_lpips,0.0321990284802658,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,base,reflective_psnr,34.00247841221945,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,base,reflective_ssim,0.9790906640035766,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,base,reflective_lpips,0.0259363891922735,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,tbell,rc,mean_reflection_consistency,0.2262924328446388,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,rc,reflective_region_psnr,27.312349319458008,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,rc,full_psnr,33.58587271826608,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,rc,full_ssim,0.977724187608276,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,rc,full_lpips,0.0312498442695609,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,rc,reflective_psnr,33.86807264600481,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,rc,reflective_ssim,0.9787795426590102,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,rc,reflective_lpips,0.0262398487123261,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,tbell,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,teapot,base,mean_reflection_consistency,0.3351043462753296,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,base,reflective_region_psnr,23.052289962768555,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,base,full_psnr,29.86964590208871,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,base,full_ssim,0.9682701075715678,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,base,full_lpips,0.0385867910060499,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,base,reflective_psnr,30.510475516319275,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,base,reflective_ssim,0.9712742785257952,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,base,reflective_lpips,0.0329098770328398,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,base,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
glossy_synthetic,train,teapot,rc,mean_reflection_consistency,0.2942800536751747,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,rc,reflective_region_psnr,22.8585039138794,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,rc,full_psnr,30.01481435980116,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,rc,full_ssim,0.9691854135266372,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,rc,full_lpips,0.0383540912797408,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,rc,reflective_psnr,30.47585414137159,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,rc,reflective_ssim,0.971477758139372,higher,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,rc,reflective_lpips,0.0330767084877671,lower,docs/superpowers/logs/rc-refgs-fd-p2-lite-final-main-summary-2026-06-01.csv,True,absolute per-scene metric from final main summary
glossy_synthetic,train,teapot,rc,valid_pair_count,10.0,count,docs/superpowers/logs/rc-refgs-fd-p2-lite-main-table-2026-05-29.csv,True,pair-count metric from earlier main consistency table
